"homograph"	"wordid"	"sentence"	"start"	"end"
"object"	"object_nou"	"A mysterious object appeared suddenly in the sky."	13	19
"object"	"object_nou"	"His gaze fixated on the object that held him captive."	24	30
"object"	"object_nou"	"I tripped over an object lying on the floor."	18	24
"object"	"object_nou"	"The object lesson taught us all a valuable truth."	4	10
"object"	"object_nou"	"The teacher asked students to bring an interesting object for show and tell."	51	57
"object"	"object_vrb"	"Activists object to animal testing by cosmetic companies."	10	16
"object"	"object_vrb"	"I object to being treated like a second-class citizen."	2	8
"object"	"object_vrb"	"Parents often object when their children want to get tattoos or piercings."	14	20
"object"	"object_vrb"	"The defense team has already signaled they will object if the witness is called."	48	54
"object"	"object_vrb"	"We should object to discriminatory language or behavior whenever we encounter it."	10	16
"ornament"	"ornament_nou"	"A delicate snowflake pattern graced the windowsill where Lily had carefully placed her favorite wintertime ornament."	107	115
"ornament"	"ornament_nou"	"Dad placed a shiny new ornament on top of the Christmas tree every year."	23	31
"ornament"	"ornament_nou"	"He carefully placed the fragile crystal ornament on top of the tree to avoid breaking it."	40	48
"ornament"	"ornament_nou"	"Mom carefully wrapped each fragile ornament before packing it away for storage."	35	43
"ornament"	"ornament_nou"	"She wore a beautiful ornament in her hair."	21	29
"ornament"	"ornament_vrb"	"After weeks of planning, she finally had the chance to ornament her dream wedding cake with sugar paste flowers and edible glitter."	55	63
"ornament"	"ornament_vrb"	"I was amazed by the intricate designs that ornament the walls of the ancient temple."	43	51
"ornament"	"ornament_vrb"	"We will ornament our Christmas tree with new lights and decorations this year."	8	16
"ornament"	"ornament_vrb"	"The young girl loved to ornament her notebooks with colorful stickers and markers."	24	32
"ornament"	"ornament_vrb"	"The gardeners ornament the garden with colorful flowers and shrubs."	14	22
"overthrow"	"overthrow_nou"	"The activists worked tirelessly towards an overthrow of the authoritarian rule."	43	52
"overthrow"	"overthrow_nou"	"There have been several attempts at an overthrow of the current government, but none have been successful."	39	48
"overthrow"	"overthrow_nou"	"The insurrection aimed for an overthrow of the unjust social hierarchy."	30	39
"overthrow"	"overthrow_nou"	"The rebels' ultimate goal is the overthrow of the dictatorship that has held their nation captive for decades."	33	42
"overthrow"	"overthrow_nou"	"It became clear that drastic measures were needed, including an overthrow of the existing order, if progress was ever going to be made."	64	73
"overthrow"	"overthrow_vrb"	"A small but dedicated group managed to overthrow the powerful corporation's stranglehold on the local economy."	39	48
"overthrow"	"overthrow_vrb"	"The city council voted unanimously to overthrow the controversial urban development plan due to public outcry."	38	47
"overthrow"	"overthrow_vrb"	"The rebels will overthrow the government and establish a new regime if they can gather enough support."	16	25
"overthrow"	"overthrow_vrb"	"The military coup aimed to overthrow the current administration and install a new leader."	27	36
"overthrow"	"overthrow_vrb"	"The slaves rose up against their oppressive owner, determined to overthrow him and gain freedom."	65	74
"pasty"	"pasty_adj"	"She had a pasty complexion from spending too much time indoors. (meaning: pale)"	10	15
"pasty"	"pasty_adj"	"As they walked through the crowded marketplace, their faces stood out due to their pasty features."	83	88
"pasty"	"pasty_adj"	"After a long winter, her skin looked pasty and lacked any signs of sunlight."	37	42
"pasty"	"pasty_adj"	"Their band name, 'Pasty White', wasn't exactly original but got the point across."	18	23
"pasty"	"pasty_adj"	"Her voice sounded pasty when she first woke up in the morning."	18	23
"pasty"	"pasty_nou"	"For most Britons, enjoying a nice cup of tea is part and parcel with munching on a tasty, savory pasty snack—or several!"	97	102
"pasty"	"pasty_nou"	"The Cornish pasty was a staple in my grandmother's kitchen."	12	17
"pasty"	"pasty_nou"	"My favorite pasty filling was steak and kidney."	12	17
"pasty"	"pasty_nou"	"The filling of the pasty was flavorful and satisfying."	19	24
"pasty"	"pasty_nou"	"The pasty's crust was golden brown and perfectly cooked."	4	9
"perfect"	"perfect_adj"	"Could you please pass me that perfect looking strawberry?"	30	37
"perfect"	"perfect_adj"	"Mary wrote a perfect essay and received an A+ grade."	13	20
"perfect"	"perfect_adj"	"His timing was perfect, and he managed to avoid getting caught."	15	22
"perfect"	"perfect_adj"	"It was a perfect summer evening for a picnic in the park."	9	16
"perfect"	"perfect_adj"	"The band played a perfect set list for their concert."	18	25
"perfect"	"perfect_vrb"	"After many tries, they managed to perfect the art of making sushi at home."	34	41
"perfect"	"perfect_vrb"	"His determination helped him perfect his English pronunciation."	29	36
"perfect"	"perfect_vrb"	"She spent hours practicing her speech to perfect its delivery."	41	48
"perfect"	"perfect_vrb"	"The musician practices daily to perfect her craft."	32	39
"perfect"	"perfect_vrb"	"The team worked tirelessly to perfect their presentation for the board meeting."	30	37
"perfume"	"perfume_nou"	"A spritz of lavender perfume calmed her pre-date jitters."	21	28
"perfume"	"perfume_nou"	"Chanel No. 5 was her mother's go-to perfume for special occasions."	36	43
"perfume"	"perfume_nou"	"Finding the perfect perfume can take time—you want something you love but won’t irritate your skin."	20	27
"perfume"	"perfume_nou"	"Her perfume wafted through the air, leaving a trail of sweetness behind her."	4	11
"perfume"	"perfume_nou"	"His signature perfume made heads turn wherever he went."	14	21
"perfume"	"perfume_vrb"	"At the makeup counter, the saleswoman offered to perfume my wrists with samples of Chanel No. 5."	49	56
"perfume"	"perfume_vrb"	"I love walking through fields of wildflowers on a warm summer day, watching them perfume the breeze."	81	88
"perfume"	"perfume_vrb"	"We burned incense sticks infused with sandalwood oil to perfume our meditation space."	56	63
"perfume"	"perfume_vrb"	"In the morning, she likes to perfume her hair with a light fragrance."	29	36
"perfume"	"perfume_vrb"	"Some people prefer to perfume themselves lightly so they don't overwhelm others nearby."	22	29
"permit"	"permit_nou"	"A filming permit was necessary for them to shoot scenes on location."	10	16
"permit"	"permit_nou"	"Before constructing any buildings, they need to acquire a land-use permit from the township office."	67	73
"permit"	"permit_nou"	"It took several weeks to secure a permit for our trip abroad."	34	40
"permit"	"permit_nou"	"There is no way we can put on this play without first getting a performance permit."	76	82
"permit"	"permit_nou"	"The construction company needed to obtain a permit before starting work on the new building."	44	50
"permit"	"permit_vrb"	"Because of his criminal record, his church would never permit him near their youth group programs."	55	61
"permit"	"permit_vrb"	"Her parents wouldn't permit her to go to the concert because she was too young."	21	27
"permit"	"permit_vrb"	"The school principal won't permit cell phone use during class hours."	27	33
"permit"	"permit_vrb"	"Environmental regulations don’t permit factories to release pollutants into rivers or oceans."	34	40
"permit"	"permit_vrb"	"The city council voted to permit food trucks in the downtown area."	26	32
"pervert"	"pervert_nou"	"She had been feeling uneasy for weeks, ever since she noticed a pervert following her home from work."	64	71
"pervert"	"pervert_nou"	"Despite multiple restraining orders, the pervert continued harassing his victim."	41	48
"pervert"	"pervert_nou"	"I can't go out alone at night without worrying about being stalked by some creepy pervert."	82	89
"pervert"	"pervert_nou"	"It turned out that the strange man following us all day was a private investigator hired by a jealous spouse, not a pervert!"	116	123
"pervert"	"pervert_nou"	"I can't believe I got stuck sitting next to such a pervert on my flight home from vacation."	51	58
"pervert"	"pervert_vrb"	"Some people believe that exposure to certain types of music can pervert young minds."	64	71
"pervert"	"pervert_vrb"	"The politician's speeches often pervert the truth and twist facts to suit his agenda."	32	39
"pervert"	"pervert_vrb"	"Her parents were strict and traditional; they wouldn't let anything pervert them from raising their daughter right."	68	75
"pervert"	"pervert_vrb"	"Her jealousy had begun to pervert her relationships with her friends, causing them to distance themselves from her."	26	33
"pervert"	"pervert_vrb"	"Unchecked ambition may pervert one's moral compass and lead to unethical decisions."	23	30
"pigment"	"pigment_nou"	"As an expert restorer of fine art, she knew exactly how much pigment to add to each brushstroke without overpowering the original work."	61	68
"pigment"	"pigment_nou"	"Chemical analysis revealed trace amounts of lead pigment within the glazing layer of this centuries-old pottery collection."	49	56
"pigment"	"pigment_nou"	"In order to achieve the desired hue, she added a small amount of yellow pigment to the mixture."	72	79
"pigment"	"pigment_nou"	"Researchers discovered a rare pigment in the fossilized remains of an ancient plant."	30	37
"pigment"	"pigment_nou"	"Scientists discovered a unique pigment in the feathers of some bird species that allowed them to reflect ultraviolet light."	31	38
"pigment"	"pigment_vrb"	"He experimented with different ratios of paint to pigment his walls in unique textures and patterns."	50	57
"pigment"	"pigment_vrb"	"The artist mixed bold reds and oranges to pigment his latest abstract piece."	42	49
